tid,cid,column,value,label
20026,11, 0, 0,1
20027,9, Male, Male,-1
20028,3, Bachelors, Some-collegeV,1
20029,12, 40, 40,-1
20030,12, 40, 20W,1
20031,4, 13, 10,-1
20032,13, United-States, United-StatesI,1
20033,11, 0, 0,-1
20034,9, Male,M Male,1
20035,12, 40, 99,-1
20036,1, State-gov,tir aPev,1
20037,13, United-States, Puerto-Rico,-1
20038,14, <=50K,t >50K,1
20039,8, White, Black,-1
20040,12, 40,,1
20041,3, Bachelors, HS-grad,-1
20042,1, State-gov,k Private,1
20043,13, United-States, United-States,-1
20044,7, Not-in-family,Q Husband,1
20045,7, Not-in-family, Husband,-1
20046,0,39,,1
20047,1, State-gov, Private,-1
20048,14, <=50K,K0=< 5,1
20049,12, 40, 50,-1
20050,3, Bachelors, Mastersl,1
20051,10, 2174, 0,-1
20052,3, Bachelors,sAmcca- dso,1
20053,2, 77516, 190015,-1
20054,14, <=50K,N >50K,1
20055,14, <=50K, <=50K,-1
20056,8, White,J White,1
20057,1, State-gov, Private,-1
20058,3, Bachelors,C HS-grad,1
20059,9, Male, Female,-1
20060,1, State-gov,,1
20061,11, 0, 0,-1
20062,10, 2174,j 0,1
20063,6, Adm-clerical, ?,-1
20064,8, White,c White,1
20065,9, Male, Female,-1
20066,14, <=50K,A <=50K,1
20067,10, 2174, 0,-1
20068,10, 2174,,1
20069,6, Adm-clerical, Craft-repair,-1
20070,7, Not-in-family,,1
20071,6, Adm-clerical, ?,-1
20072,8, White,m White,1
20073,9, Male, Male,-1
20074,6, Adm-clerical,L Exec-managerial,1
20075,1, State-gov, Private,-1
20076,10, 2174,,1
20077,11, 0, 0,-1
20078,13, United-States,seaSdnte-Ut ti,1
20079,10, 2174, 0,-1
20080,9, Male, MaleD,1
20081,7, Not-in-family, Not-in-family,-1
20082,13, United-States,,1
20083,6, Adm-clerical, Other-service,-1
20084,10, 2174, 3411v,1
20085,13, United-States, United-States,-1
20086,11, 0, 0L,1
20087,5, Never-married, Married-civ-spouse,-1
20088,13, United-States, nte-UttesdiSa,1
20089,8, White, White,-1
20090,11, 0,,1
20091,7, Not-in-family, Own-child,-1
20092,3, Bachelors,earM sts,1
20093,1, State-gov, ?,-1
20094,4, 13, 12X,1
20095,11, 0, 0,-1
20096,5, Never-married,b Divorced,1
20097,14, <=50K, >50K,-1
20098,10, 2174,0 ,1
20099,5, Never-married, Married-civ-spouse,-1
20100,0,39,54g,1
20101,0,39,39,-1
20102,10, 2174,d 0,1
20103,8, White, Asian-Pac-Islander,-1
20104,6, Adm-clerical,,1
20105,2, 77516, 38795,-1
20106,6, Adm-clerical,s ccnMap-tnipoei-h,1
20107,8, White, White,-1
20108,8, White,,1
20109,9, Male, Female,-1
20110,6, Adm-clerical,H Handlers-cleaners,1
20111,5, Never-married, Never-married,-1
20112,13, United-States, United-StatesV,1
20113,7, Not-in-family, Unmarried,-1
20114,2, 77516, 305657P,1
20115,13, United-States, United-States,-1
20116,9, Male,,1
20117,6, Adm-clerical, Craft-repair,-1
20118,0,39,Q28,1
20119,7, Not-in-family, Unmarried,-1
20120,3, Bachelors,W Some-college,1
20121,0,39,46,-1
20122,10, 2174,0 ,1
20123,6, Adm-clerical, Tech-support,-1
20124,14, <=50K,G <=50K,1
20125,9, Male, Male,-1
20126,2, 77516,4189 29,1
20127,14, <=50K, <=50K,-1
20128,2, 77516, 524023,1
20129,14, <=50K, <=50K,-1
20130,10, 2174,,1
20131,1, State-gov, Federal-gov,-1
20132,12, 40,,1
20133,9, Male, Male,-1
20134,2, 77516,,1
20135,8, White, White,-1
20136,7, Not-in-family,fWe i,1
20137,1, State-gov, Private,-1
20138,0,39,32D,1
20139,5, Never-married, Never-married,-1
20140,6, Adm-clerical,O Handlers-cleaners,1
20141,14, <=50K, >50K,-1
20142,8, White,,1
20143,10, 2174, 0,-1
20144,14, <=50K,K0 =<5,1
20145,8, White, White,-1
20146,7, Not-in-family,usbHd an,1
20147,14, <=50K, <=50K,-1
20148,12, 40,z 15,1
20149,9, Male, Male,-1
20150,10, 2174,H 0,1
20151,2, 77516, 114758,-1
20152,13, United-States, United-StatesJ,1
20153,6, Adm-clerical, Adm-clerical,-1
20154,14, <=50K,,1
20155,4, 13, 9,-1
20156,14, <=50K, <=50KL,1
20157,9, Male, Male,-1
20158,0,39,64z,1
20159,10, 2174, 0,-1
20160,4, 13,,1
20161,12, 40, 40,-1
20162,8, White, Wtieh,1
20163,3, Bachelors, Some-college,-1
20164,6, Adm-clerical,S asel,1
20165,4, 13, 13,-1
20166,12, 40,60 ,1
20167,7, Not-in-family, Husband,-1
20168,14, <=50K,h >50K,1
20169,1, State-gov, Self-emp-not-inc,-1
20170,4, 13,,1
20171,2, 77516, 84737,-1
20172,5, Never-married,,1
20173,1, State-gov, Private,-1
20174,9, Male,N Male,1
20175,1, State-gov, Self-emp-not-inc,-1
20176,9, Male, FemaleX,1
20177,12, 40, 35,-1
20178,2, 77516,,1
20179,10, 2174, 0,-1
20180,13, United-States,,1
20181,7, Not-in-family, Own-child,-1
20182,0,39,25l,1
20183,12, 40, 40,-1
20184,7, Not-in-family,noN-my-ai lift,1
20185,2, 77516, 111483,-1
20186,12, 40,,1
20187,5, Never-married, Widowed,-1
20188,8, White,D White,1
20189,2, 77516, 223020,-1
20190,0,39,33N,1
20191,13, United-States, United-States,-1
20192,13, United-States, United-Statesk,1
20193,0,39,41,-1
20194,13, United-States,P United-States,1
20195,1, State-gov, Self-emp-inc,-1
20196,11, 0,R 0,1
20197,13, United-States, United-States,-1
20198,2, 77516,g 253267,1
20199,12, 40, 50,-1
20200,13, United-States,,1
20201,8, White, White,-1
20202,7, Not-in-family,n Other-relative,1
20203,5, Never-married, Never-married,-1
20204,6, Adm-clerical,k ?,1
20205,4, 13, 9,-1
20206,13, United-States, United-Statesz,1
20207,11, 0, 0,-1
20208,9, Male,a Mel,1
20209,7, Not-in-family, Husband,-1
20210,13, United-States,,1
20211,4, 13, 13,-1
20212,6, Adm-clerical, Craft-repairC,1
20213,0,39,22,-1
20214,5, Never-married,Z Never-married,1
20215,9, Male, Male,-1
20216,3, Bachelors, DoctorateP,1
20217,10, 2174, 0,-1
20218,9, Male,r Male,1
20219,8, White, Black,-1
20220,5, Never-married, DivorcedR,1
20221,12, 40, 50,-1
20222,9, Male,x Male,1
20223,3, Bachelors, Prof-school,-1
20224,1, State-gov,,1
20225,9, Male, Male,-1
20226,13, United-States,n United-States,1
20227,14, <=50K, <=50K,-1
20228,1, State-gov,teva rPi,1
20229,8, White, White,-1
20230,2, 77516,,1
20231,13, United-States, United-States,-1
20232,9, Male,Fl aeem,1
20233,13, United-States, United-States,-1
20234,0,39,t22,1
20235,12, 40, 40,-1
20236,1, State-gov,Q Private,1
20237,11, 0, 0,-1
20238,3, Bachelors, Some-collegeW,1
20239,12, 40, 50,-1
20240,4, 13, 9,1
20241,0,39,48,-1
20242,5, Never-married,aadee rpSt,1
20243,12, 40, 40,-1
20244,0,39,,1
20245,4, 13, 5,-1
20246,13, United-States, United-StatesG,1
20247,0,39,41,-1
20248,14, <=50K,,1
20249,10, 2174, 0,-1
20250,2, 77516,,1
20251,9, Male, Male,-1
20252,4, 13,01 ,1
20253,3, Bachelors, HS-grad,-1
20254,10, 2174,p 0,1
20255,1, State-gov, Private,-1
20256,9, Male,ale M,1
20257,0,39,49,-1
20258,14, <=50K,0= 5K<,1
20259,2, 77516, 106698,-1
20260,1, State-gov,,1
20261,11, 0, 0,-1
20262,3, Bachelors,raSdg H-,1
20263,3, Bachelors, Some-college,-1
20264,14, <=50K,J <=50K,1
20265,3, Bachelors, Bachelors,-1
20266,10, 2174,E 0,1
20267,3, Bachelors, Bachelors,-1
20268,3, Bachelors, HS-gradD,1
20269,6, Adm-clerical, Handlers-cleaners,-1
20270,10, 2174,,1
20271,0,39,65,-1
20272,5, Never-married,,1
20273,12, 40, 30,-1
20274,14, <=50K, <=50KR,1
20275,7, Not-in-family, Wife,-1
20276,7, Not-in-family,auHnsd b,1
20277,12, 40, 40,-1
20278,13, United-States, United-StatesI,1
20279,6, Adm-clerical, Other-service,-1
20280,14, <=50K,,1
20281,6, Adm-clerical, Exec-managerial,-1
20282,10, 2174, 99999D,1
20283,10, 2174, 0,-1
20284,10, 2174,,1
20285,1, State-gov, Private,-1
20286,5, Never-married,,1
20287,9, Male, Female,-1
20288,5, Never-married,irr r-Naevmede,1
20289,10, 2174, 0,-1
20290,2, 77516, 228649T,1
20291,0,39,40,-1
20292,11, 0, 0I,1
20293,4, 13, 9,-1
20294,13, United-States,,1
20295,2, 77516, 249543,-1
20296,0,39,46j,1
20297,5, Never-married, Married-civ-spouse,-1
20298,8, White,,1
20299,8, White, Black,-1
20300,13, United-States,e United-States,1
20301,8, White, White,-1
20302,9, Male,M lae,1
20303,3, Bachelors, Some-college,-1
20304,12, 40,,1
20305,7, Not-in-family, Own-child,-1
20306,6, Adm-clerical, SalesR,1
20307,2, 77516, 176189,-1
20308,7, Not-in-family,ad nbusH,1
20309,7, Not-in-family, Husband,-1
20310,6, Adm-clerical,,1
20311,13, United-States, United-States,-1
20312,2, 77516, 203488X,1
20313,5, Never-married, Never-married,-1
20314,2, 77516, 99373D,1
20315,8, White, White,-1
20316,2, 77516,,1
20317,3, Bachelors, Bachelors,-1
20318,4, 13, 4O,1
20319,5, Never-married, Married-spouse-absent,-1
20320,1, State-gov, ?p,1
20321,8, White, White,-1
20322,2, 77516,6 63174,1
20323,10, 2174, 0,-1
20324,4, 13,,1
20325,6, Adm-clerical, Machine-op-inspct,-1
20326,5, Never-married, Divorceda,1
20327,0,39,66,-1
20328,4, 13,13 ,1
20329,2, 77516, 315291,-1
20330,13, United-States,ieante-tsUtdS ,1
20331,12, 40, 40,-1
20332,12, 40,,1
20333,6, Adm-clerical, Machine-op-inspct,-1
20334,8, White, Whites,1
20335,9, Male, Female,-1
20336,3, Bachelors, 11thg,1
20337,14, <=50K, <=50K,-1
20338,11, 0,d 0,1
20339,2, 77516, 96099,-1
20340,8, White,D White,1
20341,8, White, White,-1
20342,2, 77516, 175925P,1
20343,12, 40, 30,-1
20344,2, 77516,,1
20345,7, Not-in-family, Husband,-1
20346,10, 2174, 0S,1
20347,0,39,23,-1
20348,9, Male,,1
20349,12, 40, 40,-1
20350,8, White,ireniI-oEAmknsd-am ,1
20351,14, <=50K, <=50K,-1
20352,7, Not-in-family,,1
20353,2, 77516, 184678,-1
20354,6, Adm-clerical,,1
20355,13, United-States, United-States,-1
20356,7, Not-in-family,,1
20357,2, 77516, 209212,-1
20358,2, 77516, 732087,1
20359,6, Adm-clerical, Prof-specialty,-1
20360,0,39,m26,1
20361,14, <=50K, >50K,-1
20362,13, United-States,otScnadl ,1
20363,7, Not-in-family, Unmarried,-1
20364,8, White, OtherE,1
20365,14, <=50K, >50K,-1
20366,10, 2174, 4064X,1
20367,12, 40, 40,-1
20368,7, Not-in-family,A Not-in-family,1
20369,10, 2174, 0,-1
20370,0,39,,1
20371,12, 40, 42,-1
20372,0,39,28,1
20373,12, 40, 30,-1
20374,13, United-States, United-StatesM,1
20375,12, 40, 44,-1
20376,4, 13,,1
20377,10, 2174, 0,-1
20378,7, Not-in-family,,1
20379,9, Male, Female,-1
20380,10, 2174, 0,1
20381,0,39,58,-1
20382,12, 40,,1
20383,10, 2174, 0,-1
20384,6, Adm-clerical,j Adm-clerical,1
20385,6, Adm-clerical, Prof-specialty,-1
20386,3, Bachelors, Bachelorsv,1
20387,6, Adm-clerical, Machine-op-inspct,-1
20388,12, 40, 50,1
20389,4, 13, 10,-1
20390,5, Never-married,,1
20391,5, Never-married, Never-married,-1
20392,10, 2174, 0,1
20393,0,39,46,-1
20394,12, 40,,1
20395,6, Adm-clerical, ?,-1
20396,12, 40,F 32,1
20397,13, United-States, England,-1
20398,4, 13,,1
20399,8, White, White,-1
20400,4, 13, 10p,1
20401,3, Bachelors, HS-grad,-1
20402,9, Male,l eaM,1
20403,14, <=50K, <=50K,-1
20404,4, 13,N 9,1
20405,6, Adm-clerical, Craft-repair,-1
20406,7, Not-in-family,Hndabu s,1
20407,10, 2174, 0,-1
20408,14, <=50K, <=50KY,1
20409,10, 2174, 0,-1
20410,13, United-States,Uteedn stiaS-t,1
20411,14, <=50K, <=50K,-1
20412,2, 77516,G 68318,1
20413,14, <=50K, <=50K,-1
20414,0,39,41y,1
20415,10, 2174, 0,-1
20416,13, United-States,,1
20417,5, Never-married, Divorced,-1
20418,2, 77516,15 2226,1
20419,1, State-gov, Self-emp-not-inc,-1
20420,0,39,V82,1
20421,10, 2174, 0,-1
20422,7, Not-in-family, Husbandg,1
20423,14, <=50K, <=50K,-1
20424,10, 2174,h 0,1
20425,2, 77516, 210029,-1
20426,9, Male,P Male,1
20427,10, 2174, 0,-1
20428,6, Adm-clerical,,1
20429,3, Bachelors, 9th,-1
20430,7, Not-in-family,,1
20431,5, Never-married, Married-civ-spouse,-1
20432,6, Adm-clerical, Handlers-cleanersU,1
20433,0,39,70,-1
20434,13, United-States, United-StatesE,1
20435,5, Never-married, Married-civ-spouse,-1
20436,10, 2174,,1
20437,14, <=50K, <=50K,-1
20438,10, 2174,U 0,1
20439,2, 77516, 440607,-1
20440,5, Never-married,,1
20441,14, <=50K, >50K,-1
20442,8, White,C White,1
20443,5, Never-married, Married-civ-spouse,-1
20444,2, 77516,5331 58,1
20445,11, 0, 0,-1
20446,0,39,F37,1
20447,4, 13, 7,-1
20448,10, 2174,U 0,1
20449,4, 13, 9,-1
20450,14, <=50K,,1
20451,1, State-gov, State-gov,-1
20452,8, White,eth iW,1
20453,13, United-States, United-States,-1
20454,9, Male, MaleG,1
20455,3, Bachelors, HS-grad,-1
20456,10, 2174,,1
20457,2, 77516, 213574,-1
20458,12, 40,40 ,1
20459,5, Never-married, Married-civ-spouse,-1
20460,7, Not-in-family,,1
20461,1, State-gov, Local-gov,-1
20462,9, Male,Flee ma,1
20463,14, <=50K, <=50K,-1
20464,5, Never-married,k Married-civ-spouse,1
20465,9, Male, Male,-1
20466,4, 13,1 0,1
20467,10, 2174, 0,-1
20468,8, White,w White,1
20469,14, <=50K, <=50K,-1
20470,3, Bachelors,s Some-college,1
20471,1, State-gov, Private,-1
20472,9, Male,,1
20473,0,39,40,-1
20474,13, United-States, eiSdttan-sUte,1
20475,7, Not-in-family, Not-in-family,-1
20476,10, 2174, 0O,1
20477,11, 0, 0,-1
20478,5, Never-married,,1
20479,9, Male, Male,-1
20480,9, Male,K Male,1
20481,5, Never-married, Married-spouse-absent,-1
20482,11, 0, 0q,1
20483,3, Bachelors, Bachelors,-1
20484,0,39,L43,1
20485,5, Never-married, Married-civ-spouse,-1
20486,4, 13,z 9,1
20487,0,39,35,-1
20488,6, Adm-clerical, Craft-repairX,1
20489,10, 2174, 4787,-1
20490,3, Bachelors, BachelorsL,1
20491,9, Male, Female,-1
20492,8, White,x White,1
20493,13, United-States, Cambodia,-1
20494,3, Bachelors,,1
20495,2, 77516, 425622,-1
20496,11, 0, 0K,1
20497,0,39,28,-1
20498,14, <=50K,j <=50K,1
20499,0,39,40,-1
20500,13, United-States,-nS tettUadesi,1
20501,6, Adm-clerical, Other-service,-1
20502,13, United-States,C United-States,1
20503,12, 40, 30,-1
20504,11, 0,,1
20505,2, 77516, 170165,-1
20506,10, 2174,02451 ,1
20507,4, 13, 9,-1
20508,11, 0, 0h,1
20509,14, <=50K, >50K,-1
20510,9, Male, MaleM,1
20511,12, 40, 50,-1
20512,11, 0,,1
20513,12, 40, 40,-1
20514,4, 13,,1
20515,6, Adm-clerical, Sales,-1
20516,14, <=50K, <=50Kr,1
20517,11, 0, 0,-1
20518,14, <=50K,,1
20519,12, 40, 40,-1
20520,12, 40,4 0,1
20521,0,39,27,-1
20522,4, 13,a 13,1
20523,6, Adm-clerical, Adm-clerical,-1
20524,8, White,u Black,1
20525,3, Bachelors, Some-college,-1
20526,4, 13,h 14,1
20527,4, 13, 9,-1
20528,14, <=50K,,1
20529,1, State-gov, ?,-1
20530,12, 40,J 30,1
20531,8, White, White,-1
20532,0,39,44n,1
20533,8, White, White,-1
20534,13, United-States,g United-States,1
20535,9, Male, Female,-1
20536,1, State-gov,d gvleoFera-,1
20537,5, Never-married, Married-civ-spouse,-1
20538,1, State-gov, Pavrtie,1
20539,10, 2174, 0,-1
20540,14, <=50K, <=50Kk,1
20541,12, 40, 40,-1
20542,3, Bachelors,tcetroaD o,1
20543,7, Not-in-family, Own-child,-1
20544,12, 40, 45g,1
20545,13, United-States, United-States,-1
20546,2, 77516,c 121195,1
20547,1, State-gov, Federal-gov,-1
20548,2, 77516,8028 1,1
20549,0,39,18,-1
20550,4, 13,e 10,1
20551,3, Bachelors, Bachelors,-1
20552,0,39,,1
20553,1, State-gov, Private,-1
20554,6, Adm-clerical,,1
20555,12, 40, 40,-1
20556,2, 77516,G 192002,1
20557,2, 77516, 327518,-1
20558,7, Not-in-family,nHd ubas,1
20559,13, United-States, United-States,-1
20560,4, 13,,1
20561,7, Not-in-family, Husband,-1
20562,1, State-gov, ?o,1
20563,1, State-gov, State-gov,-1
20564,2, 77516,B 254933,1
20565,3, Bachelors, HS-grad,-1
20566,9, Male,H Male,1
20567,3, Bachelors, Bachelors,-1
20568,11, 0, 0,1
20569,10, 2174, 0,-1
20570,12, 40,,1
20571,11, 0, 0,-1
20572,13, United-States,,1
20573,14, <=50K, <=50K,-1
20574,6, Adm-clerical, Craft-repairc,1
20575,14, <=50K, <=50K,-1
20576,11, 0,0 ,1
20577,8, White, White,-1
20578,12, 40,i 50,1
20579,4, 13, 9,-1
20580,10, 2174, 0q,1
20581,13, United-States, United-States,-1
20582,7, Not-in-family, Not-in-familyV,1
20583,4, 13, 13,-1
20584,14, <=50K,U <=50K,1
20585,7, Not-in-family, Unmarried,-1
20586,0,39,Z33,1
20587,2, 77516, 256529,-1
20588,0,39,D25,1
20589,12, 40, 40,-1
20590,5, Never-married,r Divorced,1
20591,7, Not-in-family, Husband,-1
20592,9, Male,aMl e,1
20593,7, Not-in-family, Own-child,-1
20594,11, 0, 0H,1
20595,13, United-States, Mexico,-1
20596,3, Bachelors,T 10th,1
20597,6, Adm-clerical, Prof-specialty,-1
20598,2, 77516,,1
20599,13, United-States, United-States,-1
20600,2, 77516,,1
20601,3, Bachelors, Bachelors,-1
20602,13, United-States,Udnattes-ieS t,1
20603,8, White, White,-1
20604,13, United-States,taUinetStsd- e,1
20605,12, 40, 48,-1
20606,11, 0,K 0,1
20607,3, Bachelors, HS-grad,-1
20608,11, 0, 0b,1
20609,3, Bachelors, Masters,-1
20610,2, 77516,s 153546,1
20611,12, 40, 40,-1
20612,13, United-States, United-StatesI,1
20613,10, 2174, 0,-1
20614,7, Not-in-family,suandb H,1
20615,9, Male, Male,-1
20616,0,39,40c,1
20617,9, Male, Female,-1
20618,1, State-gov,R Private,1
20619,1, State-gov, Self-emp-not-inc,-1
20620,4, 13,,1
20621,14, <=50K, <=50K,-1
20622,4, 13,9 ,1
20623,10, 2174, 0,-1
20624,4, 13,,1
20625,8, White, White,-1
20626,10, 2174, 0U,1
20627,12, 40, 40,-1
20628,10, 2174,T 4787,1
20629,9, Male, Male,-1
20630,9, Male, Femaleb,1
20631,9, Male, Female,-1
20632,3, Bachelors,elra chBos,1
20633,9, Male, Male,-1
20634,5, Never-married, Divorcedv,1
20635,7, Not-in-family, Not-in-family,-1
20636,7, Not-in-family,,1
20637,4, 13, 14,-1
20638,12, 40,,1
20639,13, United-States, United-States,-1
20640,8, White, WhiteY,1
20641,14, <=50K, >50K,-1
20642,3, Bachelors,- gSdrHa,1
20643,5, Never-married, Never-married,-1
20644,7, Not-in-family,j Husband,1
20645,8, White, White,-1
20646,0,39,38D,1
20647,12, 40, 40,-1
20648,0,39,29f,1
20649,3, Bachelors, 11th,-1
20650,0,39,,1
20651,3, Bachelors, HS-grad,-1
20652,9, Male,V Female,1
20653,1, State-gov, Self-emp-not-inc,-1
20654,0,39,55e,1
20655,6, Adm-clerical, ?,-1
20656,7, Not-in-family,s bnHaud,1
20657,13, United-States, ?,-1
20658,9, Male,g Male,1
20659,13, United-States, United-States,-1
20660,11, 0, 0V,1
20661,6, Adm-clerical, Prof-specialty,-1
20662,13, United-States, United-StatesW,1
20663,0,39,77,-1
20664,11, 0, 0Q,1
20665,6, Adm-clerical, Adm-clerical,-1
20666,9, Male, FemaleB,1
20667,9, Male, Female,-1
20668,12, 40,4 0,1
20669,10, 2174, 0,-1
20670,12, 40, 40P,1
20671,10, 2174, 0,-1
20672,13, United-States, United-StatesM,1
20673,5, Never-married, Married-civ-spouse,-1
20674,9, Male,eaMl ,1
20675,6, Adm-clerical, Adm-clerical,-1
20676,3, Bachelors,b Some-college,1
20677,6, Adm-clerical, Other-service,-1
20678,13, United-States,Se tt-desitUna,1
20679,2, 77516, 186385,-1
20680,6, Adm-clerical,il ecad-mclAr,1
20681,6, Adm-clerical, Sales,-1
20682,7, Not-in-family,t Husband,1
20683,6, Adm-clerical, Exec-managerial,-1
20684,7, Not-in-family,,1
20685,4, 13, 10,-1
20686,5, Never-married,C Married-civ-spouse,1
20687,10, 2174, 0,-1
20688,11, 0,,1
20689,10, 2174, 0,-1
20690,4, 13,C 9,1
20691,8, White, Asian-Pac-Islander,-1
20692,14, <=50K,<= 05K,1
20693,14, <=50K, >50K,-1
20694,7, Not-in-family,,1
20695,11, 0, 0,-1
20696,13, United-States,tade n-UtsSeti,1
20697,14, <=50K, <=50K,-1
20698,14, <=50K,,1
20699,7, Not-in-family, Unmarried,-1
20700,12, 40, 48S,1
20701,1, State-gov, Private,-1
20702,6, Adm-clerical,re-pt frCiraa,1
20703,6, Adm-clerical, Adm-clerical,-1
20704,5, Never-married,-ipd rceMousv-earsi,1
20705,11, 0, 0,-1
20706,8, White,z White,1
20707,5, Never-married, Never-married,-1
20708,9, Male,d Male,1
20709,14, <=50K, <=50K,-1
20710,13, United-States,U United-States,1
20711,4, 13, 13,-1
20712,1, State-gov,,1
20713,13, United-States, United-States,-1
20714,10, 2174,0 ,1
20715,13, United-States, ?,-1
20716,9, Male,f Male,1
20717,11, 0, 0,-1
20718,3, Bachelors,egeSe lcool-m,1
20719,4, 13, 3,-1
20720,4, 13, 9,1
20721,2, 77516, 343872,-1
20722,0,39,46P,1
20723,2, 77516, 302142,-1
20724,1, State-gov,n Private,1
20725,6, Adm-clerical, Adm-clerical,-1
20726,4, 13,o 10,1
20727,1, State-gov, Self-emp-inc,-1
20728,10, 2174,0 ,1
20729,14, <=50K, <=50K,-1
20730,12, 40, 40a,1
20731,1, State-gov, Private,-1
20732,14, <=50K, <=50Ke,1
20733,0,39,40,-1
20734,9, Male, FemaleL,1
20735,3, Bachelors, Masters,-1
20736,0,39,56q,1
20737,12, 40, 50,-1
20738,4, 13,,1
20739,3, Bachelors, HS-grad,-1
20740,13, United-States,Y United-States,1
20741,13, United-States, United-States,-1
20742,14, <=50K, <=50KB,1
20743,9, Male, Male,-1
20744,2, 77516,,1
20745,8, White, Black,-1
20746,8, White, Blackg,1
20747,9, Male, Male,-1
20748,8, White,Wite h,1
20749,10, 2174, 0,-1
20750,9, Male,,1
20751,2, 77516, 309311,-1
20752,5, Never-married, Married-civ-spouseK,1
20753,8, White, White,-1
20754,7, Not-in-family,i Not-in-family,1
20755,1, State-gov, Private,-1
20756,11, 0, 0p,1
20757,12, 40, 50,-1
20758,8, White,Wh tei,1
20759,0,39,43,-1
20760,10, 2174, 0v,1
20761,9, Male, Male,-1
20762,0,39,25P,1
20763,12, 40, 40,-1
20764,2, 77516,U 223127,1
20765,6, Adm-clerical, Adm-clerical,-1
20766,14, <=50K,,1
20767,13, United-States, United-States,-1
20768,10, 2174, 0E,1
20769,7, Not-in-family, Husband,-1
20770,10, 2174,0 ,1
20771,0,39,71,-1
20772,5, Never-married,Mo-siiresup vear-cd,1
20773,3, Bachelors, Some-college,-1
20774,4, 13,,1
20775,14, <=50K, <=50K,-1
20776,8, White,,1
20777,2, 77516, 113364,-1
20778,4, 13, 12Q,1
20779,6, Adm-clerical, Prof-specialty,-1
20780,13, United-States,testt nUdSaei-,1
20781,2, 77516, 108464,-1
20782,2, 77516,p 31007,1
20783,0,39,26,-1
20784,12, 40, 40r,1
20785,4, 13, 9,-1
20786,10, 2174,f 0,1
20787,3, Bachelors, Assoc-acdm,-1
20788,5, Never-married,,1
20789,14, <=50K, <=50K,-1
20790,2, 77516, 331875C,1
20791,9, Male, Male,-1
20792,2, 77516,N 104748,1
20793,5, Never-married, Married-civ-spouse,-1
20794,14, <=50K,m >50K,1
20795,6, Adm-clerical, Machine-op-inspct,-1
20796,2, 77516, 129155j,1
20797,7, Not-in-family, Husband,-1
20798,0,39,40V,1
20799,13, United-States, United-States,-1
20800,8, White,l White,1
20801,2, 77516, 243768,-1
20802,12, 40,,1
20803,12, 40, 50,-1
20804,14, <=50K,,1
20805,3, Bachelors, Bachelors,-1
20806,10, 2174,0 ,1
20807,9, Male, Male,-1
20808,3, Bachelors,,1
20809,6, Adm-clerical, Adm-clerical,-1
20810,7, Not-in-family,,1
20811,11, 0, 0,-1
20812,4, 13, 9J,1
20813,7, Not-in-family, Not-in-family,-1
20814,11, 0, 0,1
20815,5, Never-married, Married-civ-spouse,-1
20816,13, United-States,i United-States,1
20817,1, State-gov, Self-emp-not-inc,-1
20818,0,39,30B,1
20819,11, 0, 0,-1
20820,5, Never-married,-rieedrre avNm,1
20821,3, Bachelors, Some-college,-1
20822,4, 13, 10C,1
20823,1, State-gov, Private,-1
20824,9, Male, MaleC,1
20825,4, 13, 13,-1
20826,2, 77516, 266281H,1
20827,11, 0, 0,-1
20828,5, Never-married,reordeMspvaic s--ui,1
20829,8, White, Black,-1
20830,14, <=50K,,1
20831,4, 13, 13,-1
20832,4, 13, 13d,1
20833,6, Adm-clerical, Craft-repair,-1
20834,5, Never-married,,1
20835,0,39,39,-1
20836,13, United-States,,1
20837,5, Never-married, Never-married,-1
20838,8, White,,1
20839,2, 77516, 230329,-1
20840,7, Not-in-family,,1
20841,0,39,52,-1
20842,10, 2174,C 0,1
20843,10, 2174, 0,-1
20844,9, Male,,1
20845,14, <=50K, <=50K,-1
20846,2, 77516,717197 ,1
20847,7, Not-in-family, Husband,-1
20848,10, 2174, 0,1
20849,3, Bachelors, Bachelors,-1
20850,1, State-gov, PrivateO,1
20851,2, 77516, 345405,-1
20852,3, Bachelors,,1
20853,7, Not-in-family, Husband,-1
20854,8, White, WhiteK,1
20855,9, Male, Female,-1
20856,8, White,,1
20857,0,39,58,-1
20858,9, Male,,1
20859,6, Adm-clerical, Machine-op-inspct,-1
20860,10, 2174,F 0,1
20861,4, 13, 10,-1
20862,12, 40, 54,1
20863,9, Male, Male,-1
20864,5, Never-married,,1
20865,4, 13, 10,-1
20866,12, 40, 40b,1
20867,12, 40, 24,-1
20868,5, Never-married,,1
20869,11, 0, 1340,-1
20870,1, State-gov,y Private,1
20871,5, Never-married, Never-married,-1
20872,12, 40,,1
20873,6, Adm-clerical, Sales,-1
20874,9, Male, emealF,1
20875,7, Not-in-family, Husband,-1
20876,9, Male,T Female,1
20877,13, United-States, United-States,-1
20878,6, Adm-clerical,,1
20879,1, State-gov, ?,-1
20880,7, Not-in-family,I Not-in-family,1
20881,2, 77516, 256916,-1
20882,13, United-States,-dtitaetn UsSe,1
20883,1, State-gov, Federal-gov,-1
20884,6, Adm-clerical,,1
20885,4, 13, 6,-1
20886,4, 13, 10q,1
20887,8, White, White,-1
20888,14, <=50K,0>5 K,1
20889,5, Never-married, Married-civ-spouse,-1
20890,2, 77516,,1
20891,4, 13, 10,-1
20892,8, White,,1
20893,13, United-States, United-States,-1
20894,12, 40,,1
20895,8, White, White,-1
20896,3, Bachelors,a HS-grad,1
