tid,cid,column,value,label
3178,2,Year,1996C,1
3179,0,Id,tt0125454,-1
3180,2,Year,,1
3181,0,Id,tt0367089,-1
3182,3,Release Date,3 November 1971 (USA)s,1
3183,11,RatingValue,6.7,-1
3184,9,Country,,1
3185,11,RatingValue,7.4,-1
3186,11,RatingValue,0.8,1
3187,0,Id,tt0051745,-1
3188,8,Language,,1
3189,8,Language,English,-1
3190,13,ReviewCount,,1
3191,0,Id,tt0045479,-1
3192,7,Cast,",,ai,lenrhldhihelaefErnodMilChar,órSre annnoc,rcueGlyhMh cynetrlaniiokahlwnn LfeiatnadTeMoiCrcu,i,éC i,enNg fyuHgtínMEnefae DcDJheairic,nMlFiygkvEdb ,ln cyC,ay,aoDnenn eguceyr rPFcagLe,lcCr Raon, aao  JM HBuyShohiagMRt arahla",1
3193,10,Duration,92 min,-1
3194,11,RatingValue,,1
3195,15,Filming Locations,"Holy Trinity Cathedral - 514 Carnarvon Street, New Westminster, British Columbia, Canada",-1
3196,5,Creator,"Michael Elliot,Michael ElliotF",1
3197,0,Id,tt0373908,-1
3198,10,Duration,111 minA,1
3199,7,Cast,"Stian Smestad,Gabriel Byrne,Louisa Milwood-Haigh,Trond Peter Stamsø Munch,Bjørn Sundquist,Eva von Hanno,Kjell Stormoen,Karl Sundby,Knut Walle,Harald Brenna,John Sigurd Kristensen,Geo von Krogh,Frank Krog,Joachim Rafaelsen,Guy Fithen",-1
3200,6,Actors,"lJohn Lynch,Samantha Morton,Peter O'Toole",1
3201,8,Language,English,-1
3202,0,Id,04003t44t,1
3203,9,Country,USA,-1
3204,10,Duration,107 minj,1
3205,7,Cast,"Bill Paxton,Bridget Fonda,Billy Bob Thornton,Brent Briscoe,Jack Walsh,Chelcie Ross,Becky Ann Baker,Gary Cole,Bob Davis,Peter Syvertsen,Tom Carey,John Paxton,Marie Mathay,Paul Magers,Joan Steffand",-1
3206,8,Language,EnglishN,1
3207,4,Director,Robert Zemeckis,-1
3208,13,ReviewCount,"367 user,190 criticz",1
3209,13,ReviewCount,,-1
3210,5,Creator,"eJennifer Chambers Lynch,Gulfam Khan",1
3211,2,Year,1989,-1
3212,10,Duration,97 minX,1
3213,11,RatingValue,7.2,-1
3214,10,Duration,c102 min,1
3215,2,Year,2011,-1
3216,14,Genre,"mR,rnamCeeocam,oaDyd",1
3217,11,RatingValue,7.8,-1
3218,10,Duration,6n9im ,1
3219,1,Name,Match Point,-1
3220,13,ReviewCount,"i21ci,6errt0s 1u5 c0,",1
3221,2,Year,2012,-1
3222,4,Director,lnAeWyolo d,1
3223,10,Duration,122 min,-1
3224,2,Year,1977Q,1
3225,14,Genre,"Comedy,Romance",-1
3226,11,RatingValue,,1
3227,13,ReviewCount,"678 user,648 critic",-1
3228,1,Name,The Hurt Lockert,1
3229,15,Filming Locations,"Hollywood Athletic Club - 6525 W. Sunset Blvd., Hollywood, Los Angeles, California, USA",-1
3230,9,Country,,1
3231,13,ReviewCount,"361 user,296 critic",-1
3232,15,Filming Locations," ,a-pOo,oyaTkneoStd nJmao",1
3233,4,Director,"Jonathan Dayton,Valerie Faris",-1
3234,16,Description,"IFaced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",1
3235,1,Name,Ray,-1
3236,5,Creator,,1
3237,16,Description,Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.,-1
3238,1,Name,jSideways,1
3239,5,Creator,"Annie Proulx,Larry McMurtry",-1
3240,11,RatingValue,R7.2,1
3241,11,RatingValue,8.1,-1
3242,14,Genre,"io,WrsyDHrrma,ata",1
3243,6,Actors,"Tobey Maguire,Jeff Bridges,Elizabeth Banks",-1
3244,15,Filming Locations,"Aulich Street, Budapest, Hungaryo",1
3245,11,RatingValue,7.4,-1
3246,15,Filming Locations,"zLos Angeles, California, USA",1
3247,11,RatingValue,5.4,-1
3248,8,Language,Eisnlgh,1
3249,7,Cast,"Sherilyn Fenn,Richard Tyson,Louise Fletcher,Burl Ives,Kristy McNichol,Martin Hewitt,Juanita Moore,Don Galloway,Millie Perkins,Milla Jovovich,Nicole Rosselle,Kerry Remsen,Hervé Villechaize,Dabbs Greer,Chris Pedersen",-1
3250,6,Actors,"Teri Hatcher,Jeff Daniels,Danny Aielloo",1
3251,5,Creator,"Mike McAlary,Ken Hixon",-1
3252,15,Filming Locations,"dbB aeCtmyrrlauisa ,hCuatoC,ii anon",1
3253,11,RatingValue,6.4,-1
3254,0,Id,882t8090t,1
3255,2,Year,2002,-1
3256,16,Description,,1
3257,1,Name,Assassins,-1
3258,13,ReviewCount,"W112 user,42 critic",1
3259,0,Id,tt0097770,-1
3260,2,Year,,1
3261,9,Country,USA,-1
3262,6,Actors,"S atrcniT  in,uMataen,nersneQratRrriCoognomeso",1
3263,8,Language,English,-1
3264,12,RatingCount,,1
3265,16,Description,Beautiful and precocious Rivka is a twelve-year-old Jewish girl who believes in Jesus. She and her father attend a Messianic Jewish congregation in their community. But when her father ...,-1
3266,3,Release Date,nSU(J9 )18  uA541e,1
3267,13,ReviewCount,"137 user,90 critic",-1
3268,16,Description,"VTwo friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.",1
3269,11,RatingValue,6.6,-1
3270,13,ReviewCount,,1
3271,10,Duration,83 min,-1
3272,1,Name,lfFria mfyAia,1
3273,8,Language,"English,Latin",-1
3274,16,Description,"FMica, is a classic young teen. Enthusiastic. Idealistic. Dreaming baseball. At 13, he is studying for his Bar Mitzvah, the Jewish coming of age rite. An earnest kid, he takes to heart his ...",1
3275,13,ReviewCount,"110 user,74 critic",-1
3276,7,Cast,"Alan Arkin,Martin Balsam,Richard Benjamin,Art Garfunkel,Jack Gilford,Buck Henry,Bob Newhart,Anthony Perkins,Paula Prentiss,Martin Sheen,Jon Voight,Orson Welles,Bob Balaban,Susanne Benton,Norman FellJ",1
3277,14,Genre,"Action,Drama,Family",-1
3278,2,Year,T2010,1
3279,15,Filming Locations,"RKO Encino Ranch - Balboa Boulevard & Burbank Boulevard, Encino, Los Angeles, California, USA",-1
3280,1,Name,,1
3281,5,Creator,"Jim Abrahams,David Zucker",-1
3282,7,Cast,"mMaurice Chevalier,Dean Jones,Yvette Mimieux,Bernard Woringer,Clément Harari,Yvonne Constant,Marcel Hillaire,Jules Munshin,Alan Carney,Maurice Marsac,Darleen Carr",1
3283,12,RatingCount,"1,046",-1
3284,1,Name,,1
3285,4,Director,Charles Chaplin,-1
3286,15,Filming Locations," e eáRzcdadbozahnucCle S,cvLei pu",1
3287,11,RatingValue,6.3,-1
3288,4,Director,AIvan Reitman,1
3289,14,Genre,"Comedy,Crime",-1
3290,13,ReviewCount,"K135 user,82 critic",1
3291,13,ReviewCount,"125 user,44 critic",-1
3292,15,Filming Locations,"zIsandlwana, Natal, South Africa",1
3293,14,Genre,"Crime,Thriller",-1
3294,6,Actors,"WSean Connery,Michael Caine,Christopher Plummer",1
3295,9,Country,USA,-1
3296,6,Actors,"tSpencer Klein,Francesca Smith,Jamil Walker Smith",1
3297,2,Year,2006,-1
3298,9,Country,,1
3299,6,Actors,"Emma Roberts,James Franco,Jack Kilmer",-1
3300,15,Filming Locations,"Winsted, Connecticut, USAe",1
3301,3,Release Date,8 October 2010 (USA),-1
3302,7,Cast,"VAubrey Plaza,Lauren Carlos,Basil Harris,Mary Lynn Rajskub,Jake Johnson,Karan Soni,David Schultz,Jeff Garlin,Mark Duplass,William Hall Jr.,Alice Hung,Hassan Cristos Messiah,Keli Schurman-Darby,Jenica Bergere,Lynn Shelton",1
3303,15,Filming Locations,"Manhattan, New York City, New York, USA",-1
3304,0,Id,tt2265398N,1
3305,14,Genre,"Drama,Romance",-1
3306,15,Filming Locations,"  i rna,gioSUrCAf,uBlSai",1
3307,10,Duration,92 min,-1
3308,13,ReviewCount,,1
3309,14,Genre,"Comedy,Drama,Family",-1
3310,5,Creator,"William M. Conselman,Arthur SheekmanY",1
3311,3,Release Date,3 March 2006 (UK),-1
3312,0,Id,ntt0048337,1
3313,8,Language,English,-1
3314,12,RatingCount,"B1,265",1
3315,10,Duration,100 min,-1
3316,5,Creator,"Lr sokreaaiansMa, oenrdinnPcsFr",1
3317,4,Director,David Butler,-1
3318,16,Description,"To stop Pinkie's mother Dottie from marrying a man they know she does not love, Pinkie and her friend Buzz kidnap her in the family trailer to live a life on the open road without worries ...l",1
3319,7,Cast,,-1
3320,14,Genre,,1
3321,6,Actors,"Anna Kendrick,Justin Timberlake",-1
3322,3,Release Date,4 August 2010 (Belgium)X,1
3323,4,Director,Tony Goss,-1
3324,4,Director,Edward DmytrykB,1
3325,7,Cast,"Reginald Owen,Gene Lockhart,Kathleen Lockhart,Terry Kilburn,Barry MacKay,Lynne Carver,Leo G. Carroll,Lionel Braham,Ann Rutherford,D'Arcy Corrigan,Ronald Sinclair",-1
3326,6,Actors,"Lolly Foy,Dakota Star Granados,Jose Granadost",1
3327,12,RatingCount,"2,565",-1
3328,1,Name,edHii,1
3329,13,ReviewCount,"25 user,15 critic",-1
3330,13,ReviewCount,"6 user,2 critick",1
3331,11,RatingValue,6.7,-1
3332,11,RatingValue,.14,1
3333,9,Country,USA,-1
3334,2,Year,E2018,1
3335,16,Description,"The tale of a young girl, the Queen of England and a benevolent giant known as the BFG, who set out on an adventure to capture the evil, man-eating giants who have been invading the human world.",-1
3336,2,Year,,1
3337,15,Filming Locations,,-1
3338,11,RatingValue,D7.0,1
3339,1,Name,Forbidden Zone,-1
3340,13,ReviewCount,"ii ,t1cr5c res3u",1
3341,3,Release Date,20 December 2002 (USA),-1
3342,9,Country,USAg,1
3343,12,RatingCount,"19,162",-1
3344,4,Director,,1
3345,16,Description,"Santa, aka Scott Calvin, is faced with double-duty: how to keep his new family happy, and how to stop Jack Frost from taking over Christmas.",-1
3346,16,Description,It's Easter and everyone's favorite K-9 is back! The Bannisters are heading out on a family cruise and sending Zeus to doggie day care. Everything is going according to plan until the ...H,1
3347,15,Filming Locations,"Acton, California, USA",-1
3348,3,Release Date,No 27reS(002)bUevmA  ,1
3349,1,Name,A Country Christmas,-1
3350,15,Filming Locations," ,gALniECSsiA al,eUa ssronte flao",1
3351,7,Cast,"Gary Oldman,Wallace Wood,Juliette Lewis,David Proval,Will Patton,Gene Canfield,Larry Joshua,Michael Wincott,Lena Olin,William Duff-Griffin,James Cromwell,Paul Butler,Annabella Sciorra,Tony Sirico,Victoria Bastel",-1
3352,2,Year,,1
3353,9,Country,USA,-1
3354,8,Language,AEnglish,1
3355,12,RatingCount,"10,628",-1
3356,2,Year,1990p,1
3357,8,Language,"English,Italian,Latin,German",-1
3358,4,Director,,1
3359,13,ReviewCount,"73 user,139 critic",-1
3360,7,Cast,,1
3361,9,Country,"USA,Canada,Australia",-1
3362,8,Language,Englishl,1
3363,0,Id,tt0062190,-1
3364,1,Name,Nc htcrkTaruee,1
3365,2,Year,1976,-1
3366,12,RatingCount,"17,381",1
3367,7,Cast,"Gene Hackman,Morgan Freeman,Thomas Jane,Monica Bellucci,Nydia Caro,Miguel Ángel Suárez,Pablo Cunqueiro,Isabel Algaze,Jacqueline Duprey,Luis Caballero,Patricia Beato,Sahyly Esponda,Hector Travieso,Marisol Calero,Vanessa Shenk",-1
3368,0,Id,,1
3369,15,Filming Locations,"380 Lafayette Street, New York City, New York, USA",-1
3370,1,Name,,1
3371,2,Year,2001,-1
3372,1,Name,,1
3373,2,Year,1999,-1
3374,11,RatingValue,.76,1
3375,3,Release Date,3 March 2000 (USA),-1
3376,15,Filming Locations,"BarirailfSr  ie goaNFnCUir,A  oasoleta  BC nrt,atniyaSiB,nedon",1
3377,14,Genre,"Adventure,Family,Sci-Fi",-1
3378,5,Creator,"Dennis Carr,Dennis Carre",1
3379,13,ReviewCount,"132 user,69 critic",-1
3380,7,Cast,",rewneghrd,Elar aeenyt Ku,gRrMa,owaofnerhTrer,irale  elsdNV,eaArHrrnotneyga arhiDKnrrwHiGNniseG,cFseuTohhiLo,ednina,i TMBcdreoai,snaDKiayata  l iGktlr  c,te Aeanaxn",1
3381,14,Genre,"Comedy,Family,Fantasy",-1
3382,6,Actors,,1
3383,6,Actors,"Kevin Zegers,Cynthia Stevenson,Tim Conway",-1
3384,5,Creator,"Philip Fracassi,Anna McRobertso",1
3385,3,Release Date,25 December 2004 (USA),-1
3386,14,Genre,,1
3387,2,Year,2005,-1
3388,8,Language,Englishd,1
3389,11,RatingValue,7.0,-1
3390,0,Id,tt1190536F,1
3391,1,Name,When Worlds Collide,-1
3392,6,Actors,"Sm,tM, lkiryathelnPtonxlsrar o nirRehnsbAiFeceoi",1
3393,16,Description,"In a corrupt, greed-fueled world, a powerful alchemist leads a Christ-like character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",-1
3394,16,Description,LA Swiss family must survive being shipwrecked on a deserted island.,1
3395,0,Id,tt0313911,-1
3396,10,Duration,88 mint,1
3397,13,ReviewCount,"279 user,83 critic",-1
3398,14,Genre,"myFoym,ielCda",1
3399,16,Description,"Jack is a three-year-old chimpanzee who has been the subject of a long-term experiment by Dr. Kendall, a researcher who been teaching Jack to communicate through sign language. Jack, ...",-1
3400,14,Genre,Flmiya,1
3401,1,Name,Cowboy Bebop: The Movie,-1
3402,4,Director,GRob Reiner,1
3403,8,Language,English,-1
3404,2,Year,1949,1
3405,5,Creator,"Mark Twain,Edmund Beloin",-1
3406,15,Filming Locations,,1
3407,8,Language,English,-1
3408,12,RatingCount,"51,19",1
3409,2,Year,1984,-1
3410,10,Duration,,1
3411,13,ReviewCount,"125 user,87 critic",-1
3412,4,Director,,1
3413,14,Genre,Thriller,-1
3414,16,Description,Add a Ploto,1
3415,5,Creator,Jonathan Keevil,-1
3416,4,Director,Xavier Manriqueg,1
3417,15,Filming Locations,,-1
3418,14,Genre,XComedy,1
3419,9,Country,USA,-1
3420,14,Genre,"Mt,yrdemseCCiy,oymer",1
3421,12,RatingCount,96,-1
3422,6,Actors,"iiianeSsiuondis rWog KWnw,siJO,ts ekenl",1
3423,11,RatingValue,7.7,-1
3424,9,Country,IUSA,1
3425,14,Genre,Musical,-1
3426,15,Filming Locations,,1
3427,15,Filming Locations,"Pullman Kitchen - 205 5th Street, Santa Rosa, California, USA",-1
3428,9,Country,"MUSA,Romania,Spain",1
3429,12,RatingCount,22,-1
3430,4,Director,David Hacklj,1
3431,0,Id,tt0901476,-1
3432,4,Director,,1
3433,7,Cast,"Ashton Kutcher,Katherine Heigl,Tom Selleck,Catherine O'Hara,Katheryn Winnick,Kevin Sussman,Lisa Ann Walter,Casey Wilson,Rob Riggle,Martin Mull,Alex Borstein,Usher Raymond,Letoya Luckett,Michael Daniel Cassady,Larry Joe Campbell",-1
3434,4,Director,ABurr Steers,1
3435,15,Filming Locations,"Turner Broadcasting System, Inc. - 1050 Techwood Drive, Atlanta, Georgia, USA",-1
3436,14,Genre,"KComedy,Fantasy,Romance",1
3437,1,Name,Love & Other Drugs,-1
3438,6,Actors,"niteAlenrl nhehattKmoPN,Kerc iot Kaa,isnuv",1
3439,3,Release Date,2016 (USA),-1
3440,4,Director,,1
3441,3,Release Date,2016 (USA),-1
3442,4,Director,,1
3443,12,RatingCount,"43,599",-1
3444,1,Name,The Lucky OneP,1
3445,6,Actors,"Jason Sudeikis,Jennifer Aniston,Emma Roberts",-1
3446,0,Id,gtt0377092,1
3447,16,Description,Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,-1
3448,10,Duration,m93 min,1
3449,14,Genre,Comedy,-1
3450,0,Id,Ttt0436331,1
3451,11,RatingValue,6.5,-1
3452,14,Genre,,1
3453,14,Genre,Horror,-1
3454,16,Description,"Two best friends caught in a twenty-first century love triangle spanning space, time and sexuality. Three fraught relationships in an age of text message and Skype.W",1
3455,9,Country,USA,-1
3456,5,Creator,rssoaiLk nM,1
3457,7,Cast,"Britt Robertson,Molly Hagan,Andy Buckley,Robert Patrick,Zuleikha Robinson,Christian Slater,Kimberly Williams-Paisley,Max Carver,Justin Long,Martin Sheen,Sharon Omi,Gia Mantegna,Max Hoffman,Beatrice Rosen,Cathryn de Prume",-1
3458,3,Release Date,FDecember 1960 (Austria),1
3459,2,Year,2007,-1
3460,16,Description,vA 12-year-old Jewish boy hides with a family of Catholic peasant farmers to escape the Nazis.,1
3461,1,Name,The World Made Straight,-1
3462,10,Duration,,1
3463,6,Actors,"Richard Armitage,Haley Joel Osment,Kevin Zegers",-1
3464,0,Id,stt4955566,1
3465,3,Release Date,7 November 2014 (USA),-1
3466,4,Director,CAfonso Poyart,1
3467,10,Duration,95 min,-1
3468,12,RatingCount,,1
3469,6,Actors,"Abbie Cornish,Colton Dunn,Will Hines",-1
3470,12,RatingCount,O792,1
3471,15,Filming Locations,"Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA",-1
3472,12,RatingCount,,1
3473,1,Name,Slay Belles,-1
3474,8,Language,zEnglish,1
3475,3,Release Date,17 August 2013 (USA),-1
3476,2,Year,l1959,1
3477,4,Director,Jason Hull,-1
3478,8,Language,Eslgnih,1
3479,7,Cast,"Jackson Rathbone,Sung Kang,Michelle Chen,Henry Ian Cusick,Tzi Ma,Elizabeth Sung,Lauren Sweetser,Maddox Lim,Scott M. Schewe,Jamie A. Marchetti,Kelly Rice,Paul S.W. Lee,Minnie Quan,Shane P. Zhang",-1
3480,4,Director,Kirk Sullivanc,1
3481,10,Duration,,-1
3482,2,Year,0126,1
3483,7,Cast,"Michael Parks,Justin Long,Genesis Rodriguez,Haley Joel Osment,Johnny Depp,Harley Morenstein,Ralph Garman,Jennifer Schwalbach Smith,Harley Quinn Smith,Lily-Rose Melody Depp,Ashley Greene,Douglas Banks,Matthew Shively",-1
3484,1,Name,,1
3485,15,Filming Locations,"London, England, UK",-1
3486,14,Genre,"Action,Adventure,Comedyv",1
3487,5,Creator,"Rick Najera,Oskar Toruno",-1
3488,10,Duration,,1
3489,11,RatingValue,,-1
3490,7,Cast,"Natalie Portman,Lily-Rose Melody Depp,Audrey QuoturiU",1
3491,1,Name,The Hand That Rocks the Cradle,-1
3492,11,RatingValue,Q6.3,1
3493,11,RatingValue,5.7,-1
3494,1,Name,The Pelican BriefB,1
3495,5,Creator,"Nora Ephron,Julie Powell",-1
3496,10,Duration,138 minT,1
3497,11,RatingValue,7.3,-1
3498,7,Cast,,1
3499,13,ReviewCount,"76 user,128 critic",-1
3500,7,Cast,"hTom Hanks,Meg Ryan,Greg Kinnear,Parker Posey,Jean Stapleton,Steve Zahn,Heather Burns,Dave Chappelle,Dabney Coleman,John Randolph,Hallee Hirsh,Jeffrey Scaperrotta,Cara Seymour,Katie Finneran,Michael Badalucco",1
3501,5,Creator,"Helen Fielding,Helen Fielding",-1
3502,14,Genre,"wComedy,Drama,Romance",1
3503,3,Release Date,19 November 2004 (USA),-1
3504,8,Language,Elighsn,1
3505,2,Year,2002,-1
3506,0,Id,tt0385307e,1
3507,0,Id,tt0101921,-1
3508,4,Director,,1
3509,1,Name,Mystic Pizza,-1
3510,0,Id,t8900103t,1
3511,1,Name,Spencer's Mountain,-1
3512,0,Id,tt0314331U,1
3513,3,Release Date,17 May 2002 (USA),-1
3514,8,Language,"hic,nshlrEFneg",1
3515,1,Name,Dirty Dancing,-1
3516,14,Genre,"Comedy,Drama,Romancez",1
3517,4,Director,John Hamburg,-1
3518,4,Director,nGary David Goldberg,1
3519,1,Name,The Blair Witch Project,-1
3520,8,Language,"ersEngFhclhi,n",1
3521,12,RatingCount,"11,459",-1
3522,2,Year,M1994,1
3523,9,Country,"UK,France,USA",-1
3524,4,Director,David SwiftD,1
3525,11,RatingValue,6.4,-1
3526,2,Year,1979c,1
3527,1,Name,The Deadly Spawn,-1
3528,3,Release Date,A14 October 2011 (UK),1
3529,14,Genre,"Comedy,Horror",-1
3530,6,Actors,"HMel Gibson,Jodie Foster,Anton Yelchin",1
3531,16,Description,"After losing her job, making out with her soon-to-be former boss and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",-1
3532,2,Year,,1
3533,0,Id,tt0084431,-1
3534,6,Actors,,1
3535,10,Duration,82 min,-1
3536,11,RatingValue,69.,1
3537,8,Language,English,-1
3538,6,Actors,"Lily James,Lena Headey,Matt SmithO",1
3539,5,Creator,"Tom S. Parker,Jim Jennewein",-1
3540,13,ReviewCount,"17 user,5 criticX",1
3541,6,Actors,"Andrew Dice Clay,Eddie Griffin,Sylvia Harman",-1
3542,13,ReviewCount,"A170 user,60 critic",1
3543,13,ReviewCount,"37 user,59 critic",-1
3544,14,Genre,"sAction,Sci-Fi,Thriller",1
3545,5,Creator,"Bruce Willis,Robert Kraft",-1
3546,1,Name,lThe Dark Tower,1
3547,8,Language,English,-1
3548,4,Director,Cegen ooGyelro,1
3549,9,Country,"UK,USA",-1
3550,4,Director,,1
3551,3,Release Date,24 September 2010 (USA),-1
3552,13,ReviewCount,,1
3553,4,Director,Clare Kilner,-1
3554,12,RatingCount,d,1
3555,6,Actors,Natalie Portman,-1
3556,1,Name,,1
3557,11,RatingValue,6.1,-1
3558,15,Filming Locations,,1
3559,12,RatingCount,,-1
3560,1,Name,ieeUkloMccerdrTljan  ttcen Ptrie,1
3561,1,Name,Miles Ahead,-1
3562,16,Description,"eS n s e E nw N uceensct esdeproe teWuehbirt e e nchfsoarvt .rraawenCcsyth h (LTk'c n Crn sissse mwwns.e  oY drMciihP dalaaoyPe wnJ taerCmts.hsu el Dylh oeO ite  arve,ieoa  ,M.,aoiutnmu  )pait",1
3563,8,Language,English,-1
3564,10,Duration,D106 min,1
3565,14,Genre,"Drama,Mystery,Romance",-1
3566,6,Actors,"Amy Adams,Matthew Goode,Adam Scottl",1
3567,11,RatingValue,5.9,-1
3568,2,Year,,1
3569,10,Duration,91 min,-1
3570,14,Genre,"y,ersroan,maRDayemctM",1
3571,16,Description,The life of a top chef changes when she becomes the guardian of her young niece.,-1
3572,9,Country,,1
3573,12,RatingCount,"45,539",-1
3574,12,RatingCount,482,1
3575,12,RatingCount,"20,892",-1
3576,9,Country,,1
3577,5,Creator,Naomi Foner,-1
3578,6,Actors,"Miles Teller,Analeigh Tipton,Jessica SzohrN",1
3579,7,Cast,"Nick Cannon,Teyonah Parris,Anya Engel-Adams,Wesley Snipes,Angela Bassett,Michelle Mitchenor,Ebony Joy,Felicia Pearson,Samuel L. Jackson,La La Anthony,Val Warner,Jennifer Hudson,David Patrick Kelly,Sarunas J. Jackson,Corey Hendrix",-1
3580,6,Actors,"Evan Peters,Ashley Benson,Colin Hanksu",1
3581,12,RatingCount,"78,351",-1
3582,11,RatingValue,t3.6,1
3583,2,Year,1995,-1
3584,4,Director,hMike Mills,1
3585,13,ReviewCount,"22 user,28 critic",-1
3586,10,Duration, m89in,1
3587,9,Country,USA,-1
3588,1,Name,nChaedo d hltMri,1
3589,10,Duration,115 min,-1
3590,1,Name,.naeirUo.G.mnet ,1
3591,6,Actors,"Robin Williams,Billy Crystal,Julia Louis-Dreyfus",-1
3592,4,Director,rWayne Ewing,1
3593,12,RatingCount,"9,436",-1
3594,2,Year,9891,1
3595,3,Release Date,17 December 1999 (USA),-1
3596,6,Actors,"eadm,Psn l,niCraheeMreeylutil neemryoFcW lE",1
3597,7,Cast,"Dorothy Buhrman,Sterling Frazier,Jillian Kesner,Peter Liapis,Anthony Mannino,Paul Ryan,Al Hopson,Dick Miller,Don Maxwell,Benjamin Stewart,Larry Robb,Stuart I. Berton,Matthew Bright,Robert P. Lieb",-1
3598,10,Duration,103 minD,1
3599,11,RatingValue,7.6,-1
3600,3,Release Date,,1
3601,0,Id,tt1126618,-1
3602,12,RatingCount,"w8,056",1
3603,16,Description,"Come to a new House Party, where Kid, after a lifetime 'playing the field', falls in love and is about to get married. 'Play' plans to throw the rockin'est bachelor party ever - until '...",-1
3604,11,RatingValue,5.0G,1
3605,8,Language,English,-1
3606,11,RatingValue,S,1
3607,5,Creator,Ted Griffin,-1
3608,13,ReviewCount,"e50 user,121 critic",1
3609,5,Creator,"Neil Burger,Dirk Wittenborn",-1
3610,13,ReviewCount,,1
3611,0,Id,tt0482527,-1
3612,8,Language,,1
3613,3,Release Date,15 April 2016 (USA),-1
3614,10,Duration,,1
3615,11,RatingValue,5.7,-1
3616,2,Year,r2015,1
3617,9,Country,USA,-1
3618,3,Release Date,m b0ce11DA5ere( U1S )2,1
3619,11,RatingValue,,-1
3620,3,Release Date,yU6122 r  0e)A(FraSb6u,1
3621,15,Filming Locations,"Los Angeles, California, USA",-1
3622,13,ReviewCount,"ieru84ti7 rcc, s",1
3623,0,Id,tt3513054,-1
3624,1,Name,,1
3625,9,Country,USA,-1
3626,2,Year,2015v,1
3627,10,Duration,105 min,-1
3628,0,Id,tt1449283Q,1
3629,13,ReviewCount,"52 user,89 critic",-1
3630,5,Creator,cCharlie Kaufman,1
3631,2,Year,2003,-1
3632,9,Country,,1
3633,10,Duration,95 min,-1
3634,8,Language,EnglishR,1
3635,8,Language,English,-1
3636,6,Actors,,1
3637,5,Creator,Michael Hastings,-1
3638,14,Genre,,1
3639,7,Cast,"Gunnar Hansen,Shannon Michelle Parsons,Brian Kelly,Jeff Jordan,Rand Courtney,Patrick Baxley,David G. Holland,Harrison Saunders,Jennifer Peluso,Gene Aimone,Jasi Cotton Lanier,Michael R. Smith,Josh Craig,Cecil Rigby,Irene Baxter Rigby",-1
3640,13,ReviewCount,"O9 user,4 critic",1
3641,7,Cast,"Vin Diesel,Rose Leslie,Elijah Wood,Ólafur Darri Ólafsson,Rena Owen,Julie Engelbrecht,Michael Caine,Joseph Gilgun,Isaach De Bankolé,Michael Halsey,Lotte Verbeek,Inbar Lavi,Bex Taylor-Klaus,David Whalen,Jack Erdie",-1
3642,14,Genre,"moarB,pairhgDya",1
3643,16,Description,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",-1
3644,11,RatingValue,5.5F,1
3645,5,Creator,"Sean Moynihan,Peter Farrelly",-1
3646,12,RatingCount,,1
3647,10,Duration,118 min,-1
3648,5,Creator,"Peter Straughan,Rachel Boyntont",1
3649,4,Director,Nick Lyon,-1
3650,4,Director,RMichael Moore,1
3651,9,Country,"Australia,USA",-1
3652,10,Duration,,1
3653,11,RatingValue,7.8,-1
3654,1,Name,AGoosebumps,1
3655,15,Filming Locations,Germany,-1
3656,13,ReviewCount,,1
3657,13,ReviewCount,,-1
3658,12,RatingCount,,1
3659,7,Cast,"Billy Bletcher,Pinto Colvig,June Foray",-1
3660,10,Duration,a132 min,1
3661,14,Genre,"Biography,Drama,Romance",-1
3662,7,Cast,"Keanu Reeves,Lorenza Izzo,Ana de Armas,Ignacia Allamand,Aaron Burns,Colleen Campu",1
3663,0,Id,tt2302755,-1
3664,14,Genre,"Action,WarU",1
3665,8,Language,English,-1
3666,3,Release Date,2016 (USA)O,1
3667,16,Description,A young civil war veteran is forced on a desperate journey to save his kidnapped wife.,-1
3668,15,Filming Locations,"hDisneyland Park, Disneyland Resort - 1600 S. Disneyland Drive, Anaheim, California, USA",1
3669,14,Genre,"Adventure,Drama,Mystery",-1
3670,10,Duration,108 minF,1
3671,10,Duration,105 min,-1
3672,1,Name,,1
3673,13,ReviewCount,"43 user,80 critic",-1
3674,12,RatingCount,"P277,957",1
3675,2,Year,2013,-1
3676,8,Language,hilsgEn,1
3677,5,Creator,Gary J. Tunnicliffe,-1
3678,15,Filming Locations,,1
3679,16,Description,"Andi is the wife of Tim, who is collecting venom from poisonous eels on a tropical island. She comes to visit him, and having missed him for some time, has torrid sex with him at every ...",-1
